time,event,p1,p2
20.90843692849055,9,317,
20.909919611639708,7,52,116.0
20.911313933073995,2,402,
20.912764209006678,10,105,
20.925945709469097,3,387,183.0
20.928810138981362,1,80,124.0
20.931530843193773,3,281,446.0
20.93538368413827,1,250,257.0
20.94567865678471,1,249,385.0
20.946294620116685,1,126,105.0
20.949733222694036,10,448,
20.954224664585976,1,277,105.0
20.9743115201351,1,89,165.0
20.98294376393024,7,186,72.0
21.00601575636369,9,450,
21.013263307911455,10,129,
21.052979620362102,1,429,357.0
21.057745065576547,9,228,
21.070554364160635,3,141,159.0
21.080416311515428,1,236,5.0
21.096163522546494,2,371,
21.097915511103235,2,357,
21.10152427569497,9,296,
21.1730280261045,9,240,
21.178502459402086,2,258,
21.18891835583403,9,313,
21.19013949459179,2,262,
21.239549858289433,2,409,
21.24870414895973,9,470,
21.252207316568242,5,467,35.0
21.262008477171698,1,27,317.0
